"PLT_CN","SPCD","SAP.PRES","fire.sev","PREV_BAH","ECOSUBCD","MAT_maxanom","MAT_maxanom.z","MAT_maxanom_2050","MAT_maxanom_2050.z","MAT_maxanom_2080","MAT_maxanom_2080.z","CMD_maxanom","CMD_maxanom.z","CMD_maxanom_2050","CMD_maxanom_2050.z","CMD_maxanom_2080","CMD_maxanom_2080.z","MAT_ref_mean","CMD_ref_mean"
40392342010690,93,0,0,10.07841334,"M331Iw",2.009677,2.886016067,2.709677,3.89125782885874,4.509677,6.47616521521724,111.0645,1.653816086,83.0645,1.23687952767044,85.0645,1.26666071043012,1.590323,310.9355
40392356010690,19,0,0,18.64472619,"M331Hn",1.890323,2.750782275,2.690323,3.91493560704121,4.590323,6.6797997714476,95.5161,1.282880528,103.5161,1.39032884557528,108.5161,1.45748404392487,2.909677,384.4839
40392356010690,93,0,0,18.64472619,"M331Hn",1.890323,2.750782275,2.690323,3.91493560704121,4.590323,6.6797997714476,95.5161,1.282880528,103.5161,1.39032884557528,108.5161,1.45748404392487,2.909677,384.4839
40392357010690,19,0,0,22.597893,"M331Iw",1.941935,2.770850815,2.641935,3.76964612539476,4.441935,6.33797692297704,104.4516,1.67665555,102.4516,1.64455157896156,113.4516,1.82112341745483,1.058065,342.5484
40392357010690,93,0,0,22.597893,"M331Iw",1.941935,2.770850815,2.641935,3.76964612539476,4.441935,6.33797692297704,104.4516,1.67665555,102.4516,1.64455157896156,113.4516,1.82112341745483,1.058065,342.5484
40392368010690,19,0,0,19.20746042,"M331Hn",1.841935,2.775194252,2.741935,4.1312002053897,4.641935,6.99387944112667,108.7419,1.357549831,98.7419,1.23270836446567,97.7419,1.22022421777146,2.158065,281.2581
40392368010690,93,0,0,19.20746042,"M331Hn",1.841935,2.775194252,2.741935,4.1312002053897,4.641935,6.99387944112667,108.7419,1.357549831,98.7419,1.23270836446567,97.7419,1.22022421777146,2.158065,281.2581
40392352010690,19,0,0,16.05503265,"M331Hn",1.93871,2.812626126,2.73871,3.97324370270665,4.53871,6.58463324919823,108.129,1.556081626,84.129,1.21069825005756,81.129,1.16752532811421,1.76129,296.871
40392352010690,93,0,0,16.05503265,"M331Hn",1.93871,2.812626126,2.73871,3.97324370270665,4.53871,6.58463324919823,108.129,1.556081626,84.129,1.21069825005756,81.129,1.16752532811421,1.76129,296.871
40392406010690,19,0,0,2.593352805,"M331Gu",1.977419,3.049506584,2.777419,4.2832386700985,4.677419,7.21335237393186,124.8387,1.658257515,73.8387,0.980814276146586,86.8387,1.15349588605989,1.022581,276.1613
40392406010690,93,0,0,2.593352805,"M331Gu",1.977419,3.049506584,2.777419,4.2832386700985,4.677419,7.21335237393186,124.8387,1.658257515,73.8387,0.980814276146586,86.8387,1.15349588605989,1.022581,276.1613
40392419010690,19,0,0,6.338185359,"M331Gq",1.983871,2.931231555,2.683871,3.96550348505315,4.583871,6.77281300984065,134.5161,1.469781254,70.5161,0.770489494397854,80.5161,0.879753831818365,3.016129,280.4839
40392419010690,93,0,0,6.338185359,"M331Gq",1.983871,2.931231555,2.683871,3.96550348505315,4.583871,6.77281300984065,134.5161,1.469781254,70.5161,0.770489494397854,80.5161,0.879753831818365,3.016129,280.4839
40392468010690,19,0,0,7.282459132,"M331Iq",2.17096774,2.85687707,2.67096774,3.51485024398961,4.37096774,5.75195903616931,144.0323,2.295062611,56.0323,0.892838875250846,75.0323,1.19559172726238,-0.07096774,189.9677
40392468010690,93,1,0,7.282459132,"M331Iq",2.17096774,2.85687707,2.67096774,3.51485024398961,4.37096774,5.75195903616931,144.0323,2.295062611,56.0323,0.892838875250846,75.0323,1.19559172726238,-0.07096774,189.9677
40392484010690,19,0,0,10.14037692,"M331Ir",2.032258,2.88486192,2.632258,3.73658308490283,4.332258,6.14979305304988,123.2258,1.835518638,88.2258,1.31417365703395,108.2258,1.6120850745635,1.767742,309.7742
40392484010690,93,0,0,10.14037692,"M331Ir",2.032258,2.88486192,2.632258,3.73658308490283,4.332258,6.14979305304988,123.2258,1.835518638,88.2258,1.31417365703395,108.2258,1.6120850745635,1.767742,309.7742
40392491010690,19,0,0,12.12607799,"M331Ip",1.974194,2.863522053,2.574194,3.73380796793171,4.274194,6.19961806052142,148.129,2.383567194,92.129,1.48246232697781,116.129,1.86865012720865,1.825806,344.871
40392491010690,93,0,0,12.12607799,"M331Ip",1.974194,2.863522053,2.574194,3.73380796793171,4.274194,6.19961806052142,148.129,2.383567194,92.129,1.48246232697781,116.129,1.86865012720865,1.825806,344.871
40392460010690,19,1,0,10.05032846,"M331Iq",2.1677419,2.857264366,2.6677419,3.51630600832449,4.3677419,5.75704759361489,151.1613,2.201200136,70.1613,1.02168387741069,97.1613,1.41485596359052,0.2322581,214.8387
